"occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","difference_mean","difference_median","difference_min_id","difference_max_id","difference_min","difference_max","RMSE_min","RMSE_mean","RMSE_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC_min","N_cor_ICC_mean","N_cor_ICC_max","N_merged_ICC_handled_min","N_merged_ICC_handled_mean","N_merged_ICC_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE_N_min","RMSE_N_mean","RMSE_N_max"
"random",40,4,0.698,0.864,0.924,-0.006,-0.005,136,42,-0.019,0.01,0.048,0.095,0.293,0.126,0.148,0.173,0.568,0.683,0.777,0,0.025,0.074,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",40,5,0.882,0.93,0.955,-0.002,-0.001,84,116,-0.017,0.003,0.024,0.05,0.099,0.124,0.137,0.15,0.625,0.697,0.751,0,0.009,0.034,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,3,0.57,0.783,0.876,-0.011,-0.01,76,42,-0.045,0.025,0.068,0.14,0.454,0.135,0.161,0.19,0.554,0.706,0.812,0,0.056,0.205,0,0,0,0,0.001,1,175,175.999,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,4,0.748,0.896,0.944,-0.005,-0.005,76,42,-0.016,0.012,0.04,0.086,0.287,0.126,0.143,0.164,0.656,0.73,0.8,0,0.021,0.062,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,5,0.915,0.961,0.975,-0.001,-0.001,84,116,-0.009,0.001,0.017,0.036,0.069,0.122,0.133,0.142,0.697,0.743,0.78,0,0.007,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,3,0.598,0.804,0.886,-0.01,-0.009,76,42,-0.044,0.025,0.056,0.135,0.451,0.133,0.157,0.184,0.621,0.743,0.827,0,0.053,0.182,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,4,0.787,0.919,0.957,-0.004,-0.004,94,42,-0.016,0.012,0.033,0.08,0.284,0.126,0.14,0.16,0.717,0.766,0.823,0,0.018,0.051,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,5,0.96,0.983,0.99,0,0,84,79,-0.004,0.001,0.011,0.023,0.042,0.123,0.13,0.135,0.748,0.777,0.796,0,0.006,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"by order",14,3,0.361,0.483,0.565,-0.017,-0.013,99,92,-0.346,0.419,NA,NA,NA,0.186,0.209,0.234,0.113,0.331,0.55,0.023,0.114,0.244,0,0,0,0,0,0,175,175.9,176,175,175.9,176,175,175.9,176,0,0.1,1,NA,NA,NA
"by order",14,4,0.52,0.568,0.61,-0.01,-0.009,99,92,-0.339,0.408,NA,NA,NA,0.17,0.18,0.192,0.293,0.358,0.447,0.028,0.056,0.074,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",14,5,0.625,0.625,0.625,-0.005,-0.006,99,92,-0.335,0.402,NA,NA,NA,0.165,0.165,0.165,0.371,0.371,0.371,0.028,0.028,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",20,3,0.423,0.604,0.696,-0.02,-0.019,163,117,-0.307,0.247,NA,NA,NA,0.168,0.193,0.217,0.266,0.469,0.654,0.017,0.09,0.21,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",20,4,0.585,0.701,0.754,-0.014,-0.012,163,117,-0.303,0.255,NA,NA,NA,0.158,0.169,0.184,0.436,0.504,0.597,0.011,0.04,0.062,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
