"occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","difference_mean","difference_median","difference_min_id","difference_max_id","difference_min","difference_max","RMSE_min","RMSE_mean","RMSE_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC_min","N_cor_ICC_mean","N_cor_ICC_max","N_merged_ICC_handled_min","N_merged_ICC_handled_mean","N_merged_ICC_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE_N_min","RMSE_N_mean","RMSE_N_max"
"random",14,4,0.372,0.623,0.795,-0.038,-0.04,106,57,-0.094,0.032,0.106,0.16,0.237,0.148,0.195,0.237,0.035,0.45,0.679,0,0.056,0.147,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",14,8,0.5,0.73,0.845,-0.016,-0.016,106,98,-0.052,0.014,0.074,0.113,0.173,0.13,0.163,0.199,0.237,0.531,0.705,0,0.01,0.046,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",14,12,0.613,0.768,0.867,-0.01,-0.008,103,98,-0.044,0.009,0.056,0.097,0.164,0.13,0.154,0.18,0.323,0.56,0.715,0,0.003,0.037,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",20,4,0.472,0.691,0.834,-0.034,-0.035,106,57,-0.08,0.033,0.085,0.136,0.217,0.138,0.178,0.217,0.21,0.546,0.732,0,0.035,0.101,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",20,8,0.624,0.801,0.9,-0.012,-0.012,106,57,-0.038,0.008,0.062,0.092,0.148,0.119,0.151,0.185,0.394,0.622,0.752,0,0.004,0.037,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",20,12,0.71,0.839,0.923,-0.006,-0.005,103,98,-0.03,0.005,0.044,0.076,0.125,0.118,0.143,0.167,0.465,0.648,0.755,0,0.001,0.018,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",30,4,0.576,0.762,0.879,-0.03,-0.031,79,57,-0.075,0.033,0.068,0.113,0.198,0.123,0.163,0.195,0.36,0.644,0.766,0,0.02,0.083,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",30,8,0.769,0.869,0.938,-0.009,-0.009,106,57,-0.027,0.009,0.046,0.071,0.128,0.118,0.14,0.164,0.591,0.711,0.797,0,0.002,0.028,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",30,12,0.827,0.906,0.946,-0.003,-0.002,103,98,-0.017,0.004,0.031,0.056,0.095,0.116,0.133,0.149,0.635,0.733,0.808,0,0,0.018,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",40,4,0.622,0.806,0.895,-0.029,-0.031,79,57,-0.073,0.033,0.058,0.1,0.189,0.124,0.155,0.186,0.534,0.706,0.808,0,0.014,0.064,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",40,8,0.835,0.91,0.958,-0.008,-0.008,106,57,-0.019,0.008,0.037,0.058,0.116,0.114,0.134,0.155,0.676,0.767,0.829,0,0.001,0.018,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
"random",40,12,0.899,0.944,0.968,-0.002,-0.001,103,54,-0.009,0.002,0.023,0.042,0.071,0.117,0.128,0.141,0.741,0.785,0.827,0,0,0.009,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,0,0,0,5000,5000,5000
