"occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","difference_mean","difference_median","difference_min_id","difference_max_id","difference_min","difference_max","RMSE_min","RMSE_mean","RMSE_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC_min","N_cor_ICC_mean","N_cor_ICC_max","N_merged_ICC_handled_min","N_merged_ICC_handled_mean","N_merged_ICC_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE_N_min","RMSE_N_mean","RMSE_N_max"
"random",20,6,0.404,0.674,0.848,-0.016,-0.013,79,166,-0.269,0.053,0.041,0.119,0.475,0.129,0.169,0.209,0.481,0.661,0.816,0.011,0.093,0.21,0,0,0,0,0.367,3,138,159.32,174,138,159.079,172,139,159.686,174,0,0,0,0,4519.284,5000
"random",20,7,0.483,0.708,0.852,-0.016,-0.011,79,69,-0.292,0.052,0.033,0.108,0.491,0.13,0.164,0.198,0.521,0.685,0.823,0.017,0.076,0.176,0,0,0,0,0.285,3,144,162.361,173,144,162.117,172,145,162.646,173,0,0,0,0,4605.602,5000
"random",20,8,0.455,0.719,0.87,-0.018,-0.009,79,69,-0.299,0.034,0.026,0.1,0.494,0.132,0.161,0.192,0.575,0.711,0.818,0.011,0.054,0.125,0,0,0,0,0.228,3,154,166.188,174,154,165.879,173,154,166.416,174,0,0,0,0,4712.466,5000
"random",20,9,0.478,0.733,0.878,-0.018,-0.009,79,69,-0.309,0.035,0.021,0.093,0.499,0.132,0.159,0.192,0.603,0.728,0.824,0.006,0.045,0.102,0,0,0,0,0.191,3,158,167.923,175,157,167.661,174,158,168.114,175,0,0,0,0,4763.108,5000
"random",30,3,0.284,0.579,0.78,0.009,0.002,79,166,-0.086,0.205,0.092,0.17,0.45,0.145,0.201,0.313,0.292,0.717,0.997,0.045,0.207,0.438,0,0,0,0,0.836,9,96,138.712,167,98,138.921,167,99,139.548,168,0,0,0,0,3946.631,5000
"random",30,4,0.363,0.663,0.832,-0.006,-0.009,79,166,-0.131,0.132,0.065,0.134,0.374,0.131,0.179,0.251,0.454,0.79,0.998,0.023,0.128,0.335,0,0,0,0,0.17,4,116,153.241,172,116,152.766,172,117,153.412,172,0,0,0,0,4339.955,5000
"random",30,5,0.48,0.724,0.858,-0.008,-0.011,79,166,-0.152,0.102,0.046,0.114,0.372,0.133,0.167,0.216,0.545,0.735,0.89,0.011,0.096,0.29,0,0,0,0,0.313,4,125,158.763,174,124,158.481,173,125,159.076,174,0,0,0,0,4502.312,5000
"random",30,6,0.423,0.759,0.887,-0.012,-0.011,79,110,-0.17,0.057,0.034,0.1,0.386,0.126,0.161,0.195,0.618,0.774,0.995,0.006,0.064,0.17,0,0,0,0,0.134,3,146,164.651,175,146,164.181,173,146,164.785,175,0,0,0,0,4664.244,5000
"random",30,7,0.58,0.791,0.903,-0.011,-0.008,79,110,-0.185,0.042,0.025,0.089,0.398,0.126,0.157,0.186,0.658,0.795,0.995,0.006,0.048,0.131,0,0,0,0,0.044,1,153,167.453,175,153,166.969,173,153,167.497,175,0,0,0,0,4743.438,5000
"random",30,8,0.576,0.81,0.917,-0.011,-0.007,79,110,-0.186,0.031,0.019,0.08,0.397,0.124,0.154,0.18,0.696,0.804,0.995,0,0.036,0.085,0,0,0,0,0.031,2,161,169.677,176,161,169.239,174,161,169.708,176,0,0,0,0,4807.92,5000
