"occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","difference_mean","difference_median","difference_min_id","difference_max_id","difference_min","difference_max","RMSE_min","RMSE_mean","RMSE_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC_min","N_cor_ICC_mean","N_cor_ICC_max","N_merged_ICC_handled_min","N_merged_ICC_handled_mean","N_merged_ICC_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE_N_min","RMSE_N_mean","RMSE_N_max"
"random",50,4,0.533,0.777,0.902,-0.016,-0.015,152,166,-0.079,0.076,0.042,0.115,0.301,0.138,0.173,0.232,0.715,0.851,0.998,0.006,0.091,0.29,0,0,0,0,0.038,2,174,175.962,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,5,0.647,0.833,0.911,-0.012,-0.011,152,166,-0.069,0.032,0.028,0.093,0.228,0.135,0.162,0.205,0.773,0.845,0.994,0.006,0.057,0.216,0,0,0,0,0.081,2,174,175.919,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,6,0.703,0.874,0.936,-0.009,-0.008,152,165,-0.06,0.014,0.019,0.076,0.218,0.135,0.155,0.184,0.802,0.855,0.922,0,0.037,0.119,0,0,0,0,0.034,1,175,175.966,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,7,0.717,0.903,0.954,-0.007,-0.005,152,165,-0.056,0.009,0.012,0.063,0.212,0.131,0.151,0.173,0.821,0.865,0.994,0,0.026,0.085,0,0,0,0,0.007,2,174,175.993,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,8,0.79,0.926,0.967,-0.005,-0.003,152,110,-0.052,0.006,0.005,0.051,0.201,0.131,0.147,0.167,0.835,0.871,0.905,0,0.019,0.057,0,0,0,0,0.002,1,175,175.998,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",50,9,0.787,0.944,0.98,-0.004,-0.001,133,166,-0.053,0.004,0,0.04,0.199,0.13,0.145,0.158,0.849,0.877,0.904,0,0.016,0.04,0,0,0,0,0.001,1,175,175.999,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,3,0.466,0.715,0.841,-0.019,-0.016,14,166,-0.085,0.146,0.055,0.142,0.382,0.14,0.189,0.271,0.645,0.822,0.994,0.017,0.15,0.415,0,0,0,0,0.452,7,169,175.548,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,4,0.599,0.808,0.909,-0.013,-0.012,14,166,-0.057,0.075,0.039,0.107,0.282,0.138,0.169,0.223,0.762,0.851,0.997,0.006,0.08,0.284,0,0,0,0,0.148,3,173,175.852,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,5,0.685,0.867,0.934,-0.01,-0.009,152,166,-0.039,0.032,0.027,0.084,0.196,0.134,0.159,0.198,0.808,0.863,0.995,0,0.047,0.188,0,0,0,0,0.057,2,174,175.943,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,6,0.737,0.908,0.954,-0.007,-0.006,152,166,-0.03,0.014,0.018,0.067,0.146,0.134,0.152,0.179,0.833,0.873,0.995,0,0.03,0.102,0,0,0,0,0.015,2,174,175.985,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
