"group","occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","min_diff_ICC_min","mean_diff_ICC_mean","max_diff_ICC_max","RMSE_ICC_min","RMSE_ICC_mean","RMSE_ICC_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","negICC_min","negICC_mean","negICC_max","estimationProbNeg_min","estimationProbNeg_mean","estimationProbNeg_max","estimationProbPos_min","estimationProbPos_mean","estimationProbPos_max","N_rel_min","N_rel_mean","N_rel_max","N_valid_ICC.z_min","N_valid_ICC.z_mean","N_valid_ICC.z_max"
"medium NED","random",50,10,-0.31,0.55,0.9,-0.26,-0.03,0.26,0.02,0.06,0.1,0.03,0.07,0.11,0,0.37,0.79,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",50,15,-0.27,0.55,0.92,-0.24,0,0.18,0.02,0.05,0.09,0.03,0.06,0.09,0,0.29,0.76,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",60,5,-0.13,0.31,0.77,-0.3,-0.08,0.11,0.07,0.11,0.14,0.04,0.07,0.1,0,0.34,0.71,0,0.15,2,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",60,10,-0.27,0.64,0.92,-0.24,-0.03,0.2,0.02,0.05,0.1,0.03,0.06,0.11,0,0.35,0.81,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",60,15,-0.1,0.62,0.97,-0.22,0,0.13,0.02,0.04,0.08,0.02,0.05,0.08,0,0.25,0.83,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",70,5,-0.24,0.33,0.71,-0.28,-0.08,0.1,0.08,0.11,0.14,0.04,0.07,0.1,0,0.38,0.73,0,0.09,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",70,10,-0.09,0.7,0.92,-0.22,-0.02,0.17,0.02,0.05,0.08,0.03,0.06,0.09,0,0.34,0.79,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",70,15,-0.11,0.72,0.97,-0.19,0,0.11,0.01,0.03,0.06,0.02,0.04,0.07,0,0.2,0.75,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",80,5,-0.05,0.34,0.65,-0.26,-0.08,0.09,0.08,0.1,0.13,0.05,0.07,0.09,0,0.43,0.71,0,0.02,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",80,10,0.06,0.78,0.96,-0.22,-0.02,0.14,0.02,0.04,0.07,0.03,0.05,0.08,0,0.33,0.79,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",80,15,0.02,0.82,0.98,-0.18,0,0.08,0.01,0.02,0.06,0.02,0.04,0.06,0,0.15,0.63,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",90,5,0.07,0.35,0.55,-0.26,-0.08,0.05,0.09,0.1,0.12,0.05,0.06,0.08,0,0.46,0.67,0,0.01,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",90,10,0.14,0.83,0.95,-0.18,-0.02,0.1,0.02,0.04,0.06,0.03,0.05,0.07,0,0.32,0.68,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","random",90,15,0.14,0.92,1,-0.16,0,0.05,0,0.02,0.05,0.02,0.03,0.05,0,0.07,0.56,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",3,5,0.59,0.59,0.59,-0.42,-0.11,0.25,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,3,3,3,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",3,10,0.55,0.55,0.55,-0.25,-0.01,0.34,0.18,0.18,0.18,0.21,0.21,0.21,0,0,0,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",3,15,0.47,0.47,0.47,-0.2,-0.01,0.39,0.18,0.18,0.18,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",10,5,-0.08,-0.08,-0.08,-0.36,-0.14,0.21,0.21,0.21,0.21,0.16,0.16,0.16,0.2,0.2,0.2,5,5,5,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",10,10,0.13,0.13,0.13,-0.32,-0.03,0.23,0.15,0.15,0.15,0.16,0.16,0.16,0.49,0.49,0.49,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",10,15,0.06,0.06,0.06,-0.28,-0.02,0.22,0.13,0.13,0.13,0.14,0.14,0.14,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",20,5,0.17,0.17,0.17,-0.28,-0.1,0.07,0.15,0.15,0.15,0.11,0.11,0.11,0.23,0.23,0.23,2,2,2,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",20,10,0.48,0.48,0.48,-0.2,-0.01,0.15,0.09,0.09,0.09,0.11,0.11,0.11,0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",20,15,0.46,0.46,0.46,-0.14,0,0.11,0.07,0.07,0.07,0.08,0.08,0.08,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",30,5,0.09,0.09,0.09,-0.29,-0.1,0.06,0.14,0.14,0.14,0.1,0.1,0.1,0.43,0.43,0.43,2,2,2,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",30,10,0.5,0.5,0.5,-0.18,-0.01,0.14,0.08,0.08,0.08,0.1,0.1,0.1,0.52,0.52,0.52,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",30,15,0.43,0.43,0.43,-0.13,0,0.1,0.06,0.06,0.06,0.07,0.07,0.07,0.24,0.24,0.24,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",40,5,0.05,0.05,0.05,-0.29,-0.1,0.04,0.14,0.14,0.14,0.1,0.1,0.1,0.53,0.53,0.53,2,2,2,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",40,10,0.47,0.47,0.47,-0.19,-0.01,0.15,0.08,0.08,0.08,0.09,0.09,0.09,0.58,0.58,0.58,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",40,15,0.38,0.38,0.38,-0.14,0,0.09,0.06,0.06,0.06,0.07,0.07,0.07,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",50,5,0.1,0.1,0.1,-0.25,-0.11,0.01,0.13,0.13,0.13,0.08,0.08,0.08,0.44,0.44,0.44,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",50,10,0.62,0.62,0.62,-0.15,-0.02,0.12,0.06,0.06,0.06,0.08,0.08,0.08,0.53,0.53,0.53,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",50,15,0.54,0.54,0.54,-0.11,-0.01,0.08,0.05,0.05,0.05,0.06,0.06,0.06,0.27,0.27,0.27,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",60,5,0.16,0.16,0.16,-0.25,-0.11,-0.01,0.13,0.13,0.13,0.07,0.07,0.07,0.46,0.46,0.46,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",60,10,0.65,0.65,0.65,-0.14,-0.03,0.09,0.06,0.06,0.06,0.07,0.07,0.07,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",60,15,0.53,0.53,0.53,-0.11,-0.02,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.36,0.36,0.36,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",70,5,0.19,0.19,0.19,-0.26,-0.1,0,0.13,0.13,0.13,0.08,0.08,0.08,0.59,0.59,0.59,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",70,10,0.62,0.62,0.62,-0.13,-0.03,0.1,0.06,0.06,0.06,0.07,0.07,0.07,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",70,15,0.53,0.53,0.53,-0.12,-0.02,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",80,5,0.15,0.15,0.15,-0.24,-0.1,0,0.12,0.12,0.12,0.07,0.07,0.07,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",80,10,0.55,0.55,0.55,-0.13,-0.03,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.52,0.52,0.52,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",80,15,0.43,0.43,0.43,-0.12,-0.02,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.49,0.49,0.49,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",90,5,0.2,0.2,0.2,-0.26,-0.1,0.01,0.12,0.12,0.12,0.07,0.07,0.07,0.58,0.58,0.58,1,1,1,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",90,10,0.72,0.72,0.72,-0.11,-0.03,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.41,0.41,0.41,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",90,15,0.62,0.62,0.62,-0.12,-0.01,0,0.03,0.03,0.03,0.04,0.04,0.04,0.37,0.37,0.37,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",100,5,0.36,0.36,0.36,-0.19,-0.08,0.01,0.1,0.1,0.1,0.06,0.06,0.06,0.49,0.49,0.49,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",100,10,0.88,0.88,0.88,-0.04,-0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
"medium NED","by order",100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12
